poultry_establishment_id,full_establishment_id,name,address,city,state,zip,grant_date,activities,dba,district,circuit,establishment_size,processed_volume_category,slaughter_volume_category,active
P7903,P7903,Perdue Foods,22520 Lankford Hiwy.,Accomac,VA,23301,,"Poultry Processing, Poultry Slaughter",CAROLINA FARE; CHEFS CHOICE; COLEMANS; COOKIN GOOD; COUNTRY CORNER; HARVESTLAND; KIRKLAND; PENNYSWORTH; PERDUE; SHENANDOAH; SHENANDOAH HALAL; SHORELINE; SIMPLY SMART,80,8017,Large,5,5,true
P791A,M791A + P791A + V791A,Clemens Food Group,4591 Colebrook Avenue,Emmaus,PA,18049,,"Certification - Export, Meat Processing, Poultry Processing",Butcher Wagon; D'Rouco Foods; Hatfield Deli Choice; Hatfield Premium Reserve; Hatfield Quality Meats; Mexi Dog; Nick's Sausage; Prima Porta; Prima Porta by Ferrante Brothers; Red's Legendary,60,6040,Small,4,,false
P7927,P7927,Amick Farms,274 NEALSON STREET,HURLOCK,MD,21643,2010-10-06 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","",80,8004,Large,5,5,true
P794,P794,B&B Poultry,110  Almond Road,Norma,NJ,08347,2007-07-08 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","",80,8013,Small,4,5,true
P7964,M7964 + P7964,Columbia Meats.,1140 Carolina Street,West Columbia,SC,29170,2005-02-12 00:00:00 UTC,"Meat Processing, Poultry Processing","",85,8522,Very Small,2,,true
P7987,P7987,Amick Farms,2079 Batesburg Hwy.,Batesburg,SC,29006,,"Poultry Processing, Poultry Slaughter",Amick Farms,85,8521,Large,5,5,true
P806,P806,Tyson Foods,PO Box 8,Temperanceville,VA,23442,,"Poultry Processing, Poultry Slaughter","DELIGHTFUL FARMS; HOWARD COUNTY FARMS; TSD SALES AND DISTIBUTION; TYSON FARMS, INC",80,8017,Large,5,5,true
P810,M810 + P810,Pilgrim's Pride,129 Potomac Avenue,Moorefield,WV,26836,,"Poultry Processing, Poultry Slaughter","Rockingham Poultry, Inc.; Shen Valley Farms; Shen Valley Provisions Co.; Wampler Foods, Inc.; Wampler-Longacre, Inc.",80,8018,Large,5,5,true
P8107,P8107 + V8107,Squab Producers Of California,409 Primo Way,Modesto,CA,95358,,"Poultry Processing, Poultry Slaughter, Voluntary Processing - Poultry, Voluntary Slaughter - Poultry","",5,509,Small,4,4,true
P8117,M19916 + P8117 + V19916,Salt Lake Fine Foods,2685 South Main,Salt Lake City,UT,84115,,"Meat Processing, Poultry Processing, Voluntary Processing - Meat",Main Street Quality Meats; Quality Meats,15,1531,Very Small,3,,true
P8139,M8139 + P8139,Red Bird Farms Dist.,2520 South Raritan,Englewood,CO,80110,,Meat Processing,Colorado Fresh; Grace Foods; Red Bird Farms,15,1514,Small,3,,true
P8242,M1996 + P8242 + V1996,Freedom Sausage,4155 E. 1650th Rd.,Earlville,IL,60518,,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Slaughter - Exotic, Volunt","",50,5005,Very Small,2,2,true
P8276,M8276 + P8276,Innovative Solutions,6749-6757 S 216th Street,Kent,WA,98032,,"Meat Processing, Poultry Processing","Lucy's Enterprises, Inc",15,1526,Small,4,,true
P8328,M8328 + P8328,Halpern's Steak and Seafood,1919 NW 19th Street,Fort Lauderdale,FL,33311,,"Meat Processing, Poultry Processing","",85,8535,Small,4,,true
P8369,P8369,Oaks Poultry,172 Folly Lane,Stoystown,PA,15563,,Poultry Processing,"",60,6013,Very Small,2,,true
P8389,M8389 + P8389 + V8389,Pasqualichio Bros.,220 Valley View Drive,Jessup,PA,18434,,"Certification - Export, Meat Processing, Poultry Processing","",60,6014,Small,3,,true
P8406,M8406 + P8406 + V8406,Mennella'a Poultry,100 George Street,Paterson,NJ,07503,,"Certification - Export, Meat Processing, Poultry Processing","",80,8023,Small,4,,true
P8422,M9783 + P8422,Schiff's Restaurant Service,3410 North Main Avenue,Scranton,PA,18508,,"Meat Processing, Poultry Processing",Schiff's Cash and Carry; Schiff's Marketplace,60,6014,Small,3,,true
P843,P843,Pilgrim's Pride,5901 W. Marshville Blvd,Marshville,NC,28103,,"Poultry Processing, Poultry Slaughter",Rockingham Poultry; Wampler Foods Inc.,80,8003,Large,5,5,true
P8437,P8437,Koch's Turkey Farm,416 Valley Road,Tamaqua,PA,18252,,"Poultry Processing, Poultry Slaughter","",60,6040,Small,4,4,true
P8466,M8466 + P8466,J&G Foods,71 Blackstone Street,Sutton,MA,01590,,"Meat Processing, Poultry Processing",J&G Foods; Larkdale Farms,60,6029,Small,4,,true
P855,P855,Pilgrim's Pride,898 Barber Street,Athens,GA,30601,,"Poultry Processing, Poultry Slaughter","",85,8503,Small,4,5,true
P855D,P855D,Pilgrim's Pride,880 Barber Street,Athens,GA,30601,,Poultry Processing,"",85,8503,Large,5,,true
P8603,M8603 + P8603,Attilio Esposito,1001 South 9th Street,Philadelphia,PA,19147,,"Meat Processing, Poultry Processing",A. Esposito Inc.; Esposito Meats,60,6022,Small,2,,false
P8727,M8727 + P8727 + V8727,Butterball,411 North Main Street,Carthage,MO,64836,2020-03-02 00:00:00 UTC,"Certification - Export, Poultry Processing, Poultry Slaughter, Voluntary Processing - Poultry, Voluntary Slaughter - Poultry",Carolina Turkey,35,3518,Large,5,4,true
P8891,M1097 + P8891,Demakes Enterprises,27-37 Waterhill Street,Lynn,MA,01905,2011-06-04 00:00:00 UTC,"Meat Processing, Poultry Processing","",60,6008,Small,4,,true
P890,P890,Peco Foods,1039 West Fulton Street,Canton,MS,39046,2020-05-02 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","Peco Foods, Inc. Canton Division",90,9004,Large,5,5,true
P8959,M8959 + P8959 + V8959,Dombrovski Meats,425 Dewey Street,Foley,MN,56329,,"Meat Processing, Poultry Processing, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Processing - Rabbit",Dombrovski Craft Meats; Dombrovski Meats; Dombrovski Meats Co.,25,2504,Small,3,,true
P8983,M8983 + P8983,Sysco Western Minnesota,809 SE Highway 10,St Cloud,MN,56304,,"Meat Processing, Poultry Processing",Appert's Foodservice; Buckhead Meats of Minnesota,25,2504,Small,4,,true
P9002,P9002,A. Tarantino & Sons,2275 Jennings Street,San Francisco,CA,94124,,Poultry Processing,"",5,519,Very Small,2,,true
P9070,M9070 + P9070,Kraft Heinz Foods,3704 Louis Rich Road,Newberry,SC,29108,,"Meat Processing, Poultry Processing, Poultry Slaughter","Kraft Foods Group, Inc.; Kraft Heinz Company",85,8521,Large,5,4,true
P910,P910,Harrison Poultry,107 Star Street,Bethlehem,GA,30620,2017-02-11 00:00:00 UTC,"Poultry Processing, Poultry Slaughter",Barrow Farms,85,8517,Large,5,5,true
P912,P912,Wayne Farms,444 Baskin Street  South,Union Springs,AL,36089,2019-05-04 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","",90,9001,Large,5,5,true
P9120,M9120 + P9120,Homestead Egg Company,717 Willow Avenue,Knoxville,TN,37915,2017-09-02 00:00:00 UTC,Poultry Processing,Hillbilly Pride; Homestead Inc,90,9021,Small,3,,true
P9141,M9141 + P9141,Koch Foods,921 South Main Street,Forest,MS,39074,,"Meat Processing, Poultry Processing","",90,9004,Large,5,,true
P9165,M9165 + P9165,Foundation Food Group,2076 Memorial Park Road,Gainesville,GA,30504,,"Meat Processing, Poultry Processing",Prime Pak,85,85,Small,4,,true
P9181,P9181,Koch Foods,950 Industrial Blvd,Gainesville,GA,30503,,Poultry Processing,"",85,8513,Small,5,,true
P9197,P9197,Perdue Foods,3539 Governor's Road,Lewiston Woodville,NC,27849,2021-04-02 00:00:00 UTC,"Poultry Processing, Poultry Slaughter",Chef's Choice; Cook 'n Good; Country Corner; HarvestLand; Pennyworth; Roundy's; Trader Joe's; Wegman's; Weis,80,8015,Large,5,5,true
P9207,M1160 + P9207,Rocker Bros. Meat & Provision,405 Centinela Ave.,Inglewood,CA,90302,,"Meat Processing, Poultry Processing","",5,535,Small,4,,true
P9211,M9211 + P9211,T&T Foods,3080 E 50th St.,Vernon,CA,90058,,"Meat Processing, Poultry Processing",Colonel Lee's Enterprises,5,503,Small,3,,true
P9230,M9230 + P9230,Dayton Natural Meats,13245 SE Fletcher Road,Dayton,OR,97114,,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter","",15,1504,Small,3,3,true
P9305,M9305 + P9305,Ray's Wholesale Meats,2113 S. 3rd. Avenue,Union Gap,WA,98903,2007-07-11 00:00:00 UTC,"Meat Processing, Poultry Processing","",15,1525,Small,3,,true
P9326,M1557 + P9326 + V1557,MacDonald Meat Company,2709 Airport Way South,Seattle,WA,98134,2018-03-10 00:00:00 UTC,"Certification - Export, Certification - Trichinae, Meat Processing, Poultry Processing, Voluntary Processing - Meat, Voluntary Processing - Poultry","",15,1526,Small,3,,false
P9332,P9332,Diestel Turkey Ranch,22200 Lyons Bald Mountain Road,Sonora,CA,95370,2014-10-01 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","",5,508,Small,4,4,true
P9332A,P9332A,Diestel Turkey Ranch,14111 Hi Tech Drive,Chinese Camp,CA,95309,,Poultry Processing,"",5,508,Small,4,,true
P935,P935,Allen Harim,18752 Harbeson Road,Harbeson,DE,19951,,"Poultry Processing, Poultry Slaughter","",80,8004,Large,5,5,true
P9378,P9378 + V9378,Baffoni's Poultry Farm,324 Greenville Avenue,Johnston,RI,02919,2019-01-06 00:00:00 UTC,"Poultry Processing, Poultry Slaughter, Voluntary Processing - Poultry, Voluntary Slaughter - Poultry","",60,6029,Very Small,2,4,true
P961,P961,Cargill Meat Solutions,1001 East Smith Street,California,MO,65018,2019-02-04 00:00:00 UTC,"Poultry Processing, Poultry Slaughter",Cargill Turkey Products; Cargill Value Added Meats; Excel Corporation,35,3508,Small,5,4,true
P963,M13289 + P963,Cargill Meat Solutions,730 E. Randall Wobbe Lane,Springdale,AR,72764,2019-02-04 00:00:00 UTC,"Poultry Processing, Poultry Slaughter","",35,3512,Large,5,5,true
P965,M965 + P965 + V965,Interstate Meat Dist.,9550 SE Last Road,Clackamas,OR,97015,,"Identification - Meat, Meat Processing, Voluntary Processing - Meat",Brothers Choice; Northwest Finest,15,1509,Small,4,,true
P9684,M9684 + P9684,Keck's Food Service,2796 Rte 328,Millerton,PA,16936,,"Meat Processing, Poultry Processing","",60,6028,Very Small,3,,true
P9792,M9792 + P9792,Stoltzfus Meats,3718 E. Newport Road,Gordonville,PA,17529,2020-09-10 00:00:00 UTC,"Meat Processing, Poultry Processing","",60,6023,Small,3,,true
P9900,M9900 + P9900,Lipari's Sausage,220 Sixth Avenue,Hawthorne,NJ,07506,,"Meat Processing, Poultry Processing","JTB Inc.; Royalty Meat & Poultry, LLC",80,8023,Small,3,,true
P9917,P9917,Philadelphia Poultry,346 N Front Street,Philadelphia,PA,19106,,Poultry Processing,"",60,6022,Small,2,,true
